,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,opp formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
20,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,L,0,1,Bochum,1.4,0.9,62.0,26000.0,Waldemar Anton,4-2-3-1,4-4-2,Bastian Dankert,Match Report,,19.0,5.0,14.2,0.0,0,0,2024,Stuttgart
21,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,W,5,2,RB Leipzig,2.2,0.4,54.0,52100.0,Waldemar Anton,3-5-2,4-2-2-2,Sven Jablonski,Match Report,,17.0,8.0,19.1,0.0,1,1,2024,Stuttgart
22,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Freiburg,1.7,0.7,65.0,34700.0,Waldemar Anton,3-4-3,4-2-3-1,Daniel Siebert,Match Report,,17.0,9.0,17.7,0.0,0,0,2024,Stuttgart
24,2024-02-11,15:30,Bundesliga,Matchweek 21,Sun,Home,W,3,1,Mainz 05,1.9,1.4,61.0,52005.0,Waldemar Anton,4-2-3-1,3-4-3,Deniz Aytekin,Match Report,,11.0,7.0,14.9,0.0,0,0,2024,Stuttgart
25,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,1,Darmstadt 98,1.6,1.7,43.0,17810.0,Waldemar Anton,4-2-3-1,3-4-1-2,Tobias Welz,Match Report,,14.0,4.0,17.1,0.0,0,0,2024,Stuttgart
26,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Home,D,1,1,Köln,2.2,0.7,74.0,54500.0,Waldemar Anton,4-2-3-1,4-2-3-1,Patrick Ittrich,Match Report,,13.0,5.0,14.0,1.0,0,0,2024,Stuttgart
27,2024-03-02,18:30,Bundesliga,Matchweek 24,Sat,Away,W,3,2,Wolfsburg,1.1,0.8,58.0,25000.0,Waldemar Anton,3-4-3,4-2-3-1,Benjamin Brand,Match Report,,6.0,2.0,22.3,0.0,1,1,2024,Stuttgart
28,2024-03-08,20:30,Bundesliga,Matchweek 25,Fri,Home,W,2,0,Union Berlin,1.0,0.9,70.0,53800.0,Atakan Karazor,3-4-3,5-4-1,Robert Schröder,Match Report,,14.0,5.0,21.1,0.0,0,0,2024,Stuttgart
29,2024-03-16,18:30,Bundesliga,Matchweek 26,Sat,Away,W,3,0,Hoffenheim,3.7,0.5,57.0,30150.0,Waldemar Anton,3-4-3,3-4-3,Sascha Stegemann,Match Report,,25.0,11.0,17.5,0.0,0,0,2024,Stuttgart
30,2024-03-31,17:30,Bundesliga,Matchweek 27,Sun,Home,D,3,3,Heidenheim,3.0,1.3,72.0,60000.0,Waldemar Anton,4-2-2-2,4-2-3-1,Felix Zwayer,Match Report,,20.0,6.0,16.8,0.0,0,0,2024,Stuttgart
31,2024-04-06,18:30,Bundesliga,Matchweek 28,Sat,Away,W,1,0,Dortmund,1.6,2.5,49.0,81365.0,Atakan Karazor,3-4-3,4-3-3,Matthias Jöllenbeck,Match Report,,10.0,2.0,16.7,0.0,0,0,2024,Stuttgart
32,2024-04-13,18:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Eint Frankfurt,1.2,0.6,54.0,60000.0,Waldemar Anton,4-2-3-1,4-2-2-2,Deniz Aytekin,Match Report,,9.0,6.0,16.3,0.0,0,0,2024,Stuttgart
33,2024-04-21,15:30,Bundesliga,Matchweek 30,Sun,Away,L,1,2,Werder Bremen,2.2,1.5,69.0,42100.0,Waldemar Anton,3-5-2,3-4-3,Robert Schröder,Match Report,,15.0,5.0,15.7,1.0,0,0,2024,Stuttgart
34,2024-04-27,18:30,Bundesliga,Matchweek 31,Sat,Away,D,2,2,Leverkusen,1.7,1.4,51.0,30210.0,Waldemar Anton,4-2-2-2,3-4-3,Felix Zwayer,Match Report,,11.0,4.0,17.1,0.0,0,0,2024,Stuttgart
35,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,W,3,1,Bayern Munich,1.8,1.7,61.0,60000.0,Waldemar Anton,4-2-2-2,4-2-3-1,Tobias Welz,Match Report,,24.0,9.0,20.4,0.0,0,0,2024,Stuttgart
36,2024-05-10,20:30,Bundesliga,Matchweek 33,Fri,Away,W,1,0,Augsburg,1.9,0.6,76.0,30660.0,Waldemar Anton,4-2-2-2,4-3-1-2,Patrick Ittrich,Match Report,,19.0,7.0,16.6,0.0,0,0,2024,Stuttgart
37,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,0,Gladbach,1.6,1.3,60.0,60000.0,Waldemar Anton,4-2-3-1,4-1-4-1,Daniel Schlager,Match Report,,21.0,11.0,18.7,0.0,0,0,2024,Stuttgart
1,2023-08-18,20:30,Bundesliga,Matchweek 1,Fri,Away,W,4,0,Werder Bremen,2.8,0.6,72.0,42100.0,Joshua Kimmich,4-2-3-1,3-1-4-2,Felix Zwayer,Match Report,,25.0,10.0,19.1,1.0,0,0,2024,Bayern Munich
2,2023-08-27,17:30,Bundesliga,Matchweek 2,Sun,Home,W,3,1,Augsburg,2.8,0.7,61.0,75000.0,Joshua Kimmich,4-2-3-1,4-2-2-2,Daniel Siebert,Match Report,,18.0,4.0,19.0,0.0,1,1,2024,Bayern Munich
3,2023-09-02,18:30,Bundesliga,Matchweek 3,Sat,Away,W,2,1,Gladbach,2.4,0.3,65.0,54042.0,Thomas Müller,4-2-3-1,4-1-4-1,Deniz Aytekin,Match Report,,25.0,7.0,15.0,0.0,0,0,2024,Bayern Munich
4,2023-09-15,20:30,Bundesliga,Matchweek 4,Fri,Home,D,2,2,Leverkusen,2.1,2.1,51.0,75000.0,Thomas Müller,4-2-3-1,3-4-3,Daniel Schlager,Match Report,,16.0,9.0,13.1,0.0,0,0,2024,Bayern Munich
6,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,W,7,0,Bochum,4.8,0.1,62.0,75000.0,Joshua Kimmich,4-2-3-1,3-5-2,Robert Hartmann,Match Report,,25.0,14.0,14.7,0.0,1,1,2024,Bayern Munich
8,2023-09-30,18:30,Bundesliga,Matchweek 6,Sat,Away,D,2,2,RB Leipzig,2.3,0.7,65.0,47069.0,Joshua Kimmich,4-2-3-1,4-2-2-2,Marco Fritz,Match Report,,10.0,4.0,21.1,1.0,1,1,2024,Bayern Munich
10,2023-10-08,17:30,Bundesliga,Matchweek 7,Sun,Home,W,3,0,Freiburg,2.4,0.1,69.0,75000.0,Thomas Müller,4-2-3-1,4-4-2,Robert Schröder,Match Report,,21.0,6.0,17.7,0.0,0,0,2024,Bayern Munich
11,2023-10-21,18:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Mainz 05,1.8,1.1,62.0,33305.0,Joshua Kimmich,4-2-3-1,3-4-3,Sascha Stegemann,Match Report,,13.0,5.0,17.3,0.0,0,0,2024,Bayern Munich
13,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,W,8,0,Darmstadt 98,5.8,0.7,54.0,75000.0,Manuel Neuer,4-2-3-1,3-4-1-2,Martin Petersen,Match Report,,29.0,16.0,17.1,3.0,0,0,2024,Bayern Munich
15,2023-11-04,18:30,Bundesliga,Matchweek 10,Sat,Away,W,4,0,Dortmund,3.2,1.0,51.0,81365.0,Manuel Neuer,4-2-3-1,4-2-3-1,Deniz Aytekin,Match Report,,14.0,8.0,12.2,0.0,0,0,2024,Bayern Munich
17,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,W,4,2,Heidenheim,2.0,0.9,72.0,75000.0,Manuel Neuer,4-2-3-1,4-1-4-1,Harm Osmers,Match Report,,19.0,8.0,13.8,0.0,0,0,2024,Bayern Munich
18,2023-11-24,20:30,Bundesliga,Matchweek 12,Fri,Away,W,1,0,Köln,3.5,0.2,68.0,50000.0,Manuel Neuer,4-2-3-1,3-4-1-2,Marco Fritz,Match Report,,21.0,4.0,12.7,0.0,0,0,2024,Bayern Munich
20,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Away,L,1,5,Eint Frankfurt,2.1,1.3,64.0,58000.0,Manuel Neuer,4-2-3-1,4-4-2,Felix Zwayer,Match Report,,20.0,4.0,14.9,0.0,0,0,2024,Bayern Munich
22,2023-12-17,19:30,Bundesliga,Matchweek 15,Sun,Home,W,3,0,Stuttgart,2.8,0.4,38.0,75000.0,Manuel Neuer,4-2-3-1,4-4-2,Tobias Stieler,Match Report,,17.0,8.0,14.3,1.0,0,0,2024,Bayern Munich
23,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Away,W,2,1,Wolfsburg,2.5,0.3,61.0,28917.0,Manuel Neuer,4-2-3-1,3-1-4-2,Sascha Stegemann,Match Report,,21.0,7.0,17.9,2.0,0,0,2024,Bayern Munich
24,2024-01-12,20:30,Bundesliga,Matchweek 17,Fri,Home,W,3,0,Hoffenheim,2.8,1.2,61.0,75000.0,Manuel Neuer,4-2-3-1,3-1-4-2,Benjamin Brand,Match Report,,27.0,11.0,17.6,0.0,0,0,2024,Bayern Munich
25,2024-01-21,15:30,Bundesliga,Matchweek 18,Sun,Home,L,0,1,Werder Bremen,1.9,0.4,68.0,75000.0,Manuel Neuer,4-2-3-1,3-5-2,Marco Fritz,Match Report,,22.0,7.0,15.6,1.0,0,0,2024,Bayern Munich
26,2024-01-24,20:30,Bundesliga,Matchweek 13,Wed,Home,W,1,0,Union Berlin,2.1,0.2,72.0,75000.0,Manuel Neuer,4-2-3-1,5-3-2,Frank Willenborg,Match Report,,22.0,10.0,16.6,0.0,0,0,2024,Bayern Munich
27,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,W,3,2,Augsburg,2.3,2.6,58.0,30660.0,Manuel Neuer,4-2-3-1,4-3-1-2,Christian Dingert,Match Report,,13.0,4.0,14.2,0.0,0,0,2024,Bayern Munich
28,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Home,W,3,1,Gladbach,2.1,1.0,55.0,75000.0,Manuel Neuer,4-2-3-1,4-1-4-1,Tobias Stieler,Match Report,,20.0,6.0,17.9,1.0,0,0,2024,Bayern Munich
29,2024-02-10,18:30,Bundesliga,Matchweek 21,Sat,Away,L,0,3,Leverkusen,0.6,1.3,61.0,30210.0,Manuel Neuer,3-4-3,3-4-3,Felix Zwayer,Match Report,,9.0,1.0,17.2,0.0,0,0,2024,Bayern Munich
31,2024-02-18,17:30,Bundesliga,Matchweek 22,Sun,Away,L,2,3,Bochum,3.3,1.7,68.0,26000.0,Manuel Neuer,4-2-3-1,4-3-3,Daniel Schlager,Match Report,,27.0,9.0,14.6,0.0,0,0,2024,Bayern Munich
32,2024-02-24,18:30,Bundesliga,Matchweek 23,Sat,Home,W,2,1,RB Leipzig,1.5,0.9,57.0,75000.0,Manuel Neuer,4-2-3-1,4-2-2-2,Sascha Stegemann,Match Report,,16.0,4.0,16.3,0.0,0,0,2024,Bayern Munich
33,2024-03-01,20:30,Bundesliga,Matchweek 24,Fri,Away,D,2,2,Freiburg,1.8,1.5,62.0,34700.0,Manuel Neuer,4-2-3-1,4-4-2,Sven Jablonski,Match Report,,20.0,7.0,14.6,0.0,0,0,2024,Bayern Munich
35,2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,W,8,1,Mainz 05,6.2,0.8,59.0,75000.0,Manuel Neuer,4-2-3-1,3-4-3,Patrick Ittrich,Match Report,,24.0,11.0,11.6,0.0,0,0,2024,Bayern Munich
36,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Away,W,5,2,Darmstadt 98,3.6,1.2,76.0,17810.0,Manuel Neuer,4-2-3-1,4-4-2,Tobias Reichel,Match Report,,27.0,6.0,14.6,0.0,0,0,2024,Bayern Munich
37,2024-03-30,18:30,Bundesliga,Matchweek 27,Sat,Home,L,0,2,Dortmund,1.5,0.9,61.0,75000.0,Thomas Müller,4-2-3-1,4-3-3,Harm Osmers,Match Report,,17.0,1.0,13.9,0.0,0,0,2024,Bayern Munich
38,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,L,2,3,Heidenheim,1.9,1.4,67.0,15000.0,Thomas Müller,4-2-3-1,4-2-3-1,Robert Schröder,Match Report,,15.0,7.0,14.4,0.0,0,0,2024,Bayern Munich
40,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,W,2,0,Köln,2.2,0.9,69.0,75000.0,Thomas Müller,4-2-3-1,4-4-2,Frank Willenborg,Match Report,,16.0,6.0,14.9,0.0,0,0,2024,Bayern Munich
42,2024-04-20,18:30,Bundesliga,Matchweek 30,Sat,Away,W,5,1,Union Berlin,1.4,1.4,63.0,22012.0,Manuel Neuer,4-2-3-1,3-5-2,Sven Jablonski,Match Report,,19.0,9.0,16.5,1.0,0,0,2024,Bayern Munich
43,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Home,W,2,1,Eint Frankfurt,3.3,0.5,62.0,75000.0,Manuel Neuer,4-2-3-1,3-5-2,Daniel Schlager,Match Report,,19.0,7.0,17.8,0.0,1,1,2024,Bayern Munich
45,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Away,L,1,3,Stuttgart,1.7,1.8,39.0,60000.0,Manuel Neuer,4-2-3-1,4-2-2-2,Tobias Welz,Match Report,,9.0,2.0,17.1,0.0,1,1,2024,Bayern Munich
47,2024-05-12,17:30,Bundesliga,Matchweek 33,Sun,Home,W,2,0,Wolfsburg,0.3,0.2,59.0,75000.0,Manuel Neuer,4-2-3-1,4-4-2,Bastian Dankert,Match Report,,6.0,3.0,17.7,1.0,0,0,2024,Bayern Munich
48,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,L,2,4,Hoffenheim,1.5,1.8,52.0,30150.0,Manuel Neuer,3-1-4-2,3-4-3,Marco Fritz,Match Report,,11.0,4.0,15.7,1.0,0,0,2024,Bayern Munich
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,L,2,3,Leverkusen,1.6,1.4,56.0,29464.0,Willi Orban,4-2-2-2,3-4-3,Felix Brych,Match Report,,14.0,6.0,15.5,0.0,0,0,2024,RB Leipzig
2,2023-08-25,20:30,Bundesliga,Matchweek 2,Fri,Home,W,5,1,Stuttgart,1.8,1.1,54.0,46084.0,Willi Orban,4-2-2-2,4-2-3-1,Frank Willenborg,Match Report,,20.0,11.0,20.5,2.0,0,0,2024,RB Leipzig
3,2023-09-03,17:30,Bundesliga,Matchweek 3,Sun,Away,W,3,0,Union Berlin,1.2,0.3,64.0,22012.0,Willi Orban,4-2-2-2,3-4-3,Daniel Schlager,Match Report,,14.0,7.0,20.0,0.0,0,0,2024,RB Leipzig
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,W,3,0,Augsburg,1.1,1.7,54.0,44746.0,Kevin Kampl,4-2-2-2,3-4-3,Sascha Stegemann,Match Report,,9.0,6.0,16.3,0.0,0,0,2024,RB Leipzig
6,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Away,W,1,0,Gladbach,0.7,0.8,55.0,50122.0,Kevin Kampl,4-4-2,3-5-2,Robert Schröder,Match Report,,8.0,4.0,17.0,1.0,0,0,2024,RB Leipzig
8,2023-09-30,18:30,Bundesliga,Matchweek 6,Sat,Home,D,2,2,Bayern Munich,0.7,2.3,35.0,47069.0,Kevin Kampl,4-2-2-2,4-2-3-1,Marco Fritz,Match Report,,6.0,2.0,20.1,0.0,0,0,2024,RB Leipzig
10,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,D,0,0,Bochum,2.5,0.4,75.0,44269.0,Kevin Kampl,4-4-2,3-5-2,Timo Gerach,Match Report,,15.0,3.0,21.0,2.0,0,2,2024,RB Leipzig
11,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Darmstadt 98,1.9,2.4,43.0,17810.0,Kevin Kampl,4-2-2-2,3-4-1-2,Harm Osmers,Match Report,,10.0,7.0,17.9,3.0,0,0,2024,RB Leipzig
13,2023-10-28,18:30,Bundesliga,Matchweek 9,Sat,Home,W,6,0,Köln,4.2,0.9,62.0,46480.0,Lukas Klostermann,3-4-1-2,4-2-3-1,Benjamin Brand,Match Report,,25.0,12.0,18.5,2.0,1,1,2024,RB Leipzig
15,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,L,0,2,Mainz 05,0.5,0.9,67.0,30100.0,Kevin Kampl,3-4-3,3-4-3,Bastian Dankert,Match Report,,10.0,1.0,18.1,0.0,0,0,2024,RB Leipzig
17,2023-11-12,19:30,Bundesliga,Matchweek 11,Sun,Home,W,3,1,Freiburg,1.9,0.5,61.0,41117.0,Emil Forsberg,4-4-2,3-4-3,Patrick Ittrich,Match Report,,14.0,5.0,18.1,0.0,1,1,2024,RB Leipzig
18,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,L,1,2,Wolfsburg,2.7,0.9,64.0,25350.0,Yussuf Poulsen,4-2-2-2,3-4-3,Robert Hartmann,Match Report,,25.0,9.0,15.3,0.0,0,0,2024,RB Leipzig
20,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Heidenheim,4.0,1.0,70.0,44887.0,Yussuf Poulsen,4-2-2-2,5-4-1,Christian Dingert,Match Report,,22.0,7.0,15.2,0.0,1,1,2024,RB Leipzig
21,2023-12-09,18:30,Bundesliga,Matchweek 14,Sat,Away,W,3,2,Dortmund,2.8,1.5,47.0,81365.0,Lukas Klostermann,3-4-3,4-2-3-1,Sven Jablonski,Match Report,,26.0,8.0,16.6,1.0,0,0,2024,RB Leipzig
23,2023-12-16,18:30,Bundesliga,Matchweek 15,Sat,Home,W,3,1,Hoffenheim,2.8,0.8,57.0,42946.0,Yussuf Poulsen,4-2-2-2,3-4-1-2,Robert Schröder,Match Report,,22.0,10.0,15.0,1.0,0,0,2024,RB Leipzig
24,2023-12-19,18:30,Bundesliga,Matchweek 16,Tue,Away,D,1,1,Werder Bremen,1.7,1.5,55.0,41000.0,Emil Forsberg,4-2-2-2,3-4-3,Tobias Reichel,Match Report,,17.0,8.0,16.1,0.0,0,0,2024,RB Leipzig
25,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Eint Frankfurt,3.5,1.1,62.0,45867.0,Kevin Kampl,4-4-2,3-4-3,Frank Willenborg,Match Report,,31.0,8.0,13.3,0.0,0,0,2024,RB Leipzig
26,2024-01-20,18:30,Bundesliga,Matchweek 18,Sat,Home,L,2,3,Leverkusen,1.6,2.0,40.0,46529.0,Lukas Klostermann,4-2-2-2,3-4-3,Matthias Jöllenbeck,Match Report,,10.0,6.0,15.7,0.0,0,0,2024,RB Leipzig
27,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,L,2,5,Stuttgart,0.4,2.2,46.0,52100.0,Lukas Klostermann,4-2-2-2,3-5-2,Sven Jablonski,Match Report,,4.0,2.0,20.2,0.0,0,0,2024,RB Leipzig
28,2024-02-04,17:30,Bundesliga,Matchweek 20,Sun,Home,W,2,0,Union Berlin,1.1,0.5,66.0,44032.0,Willi Orban,4-2-2-2,3-5-2,Marco Fritz,Match Report,,16.0,6.0,15.9,1.0,0,0,2024,RB Leipzig
29,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Away,D,2,2,Augsburg,1.3,0.7,58.0,28510.0,Willi Orban,4-2-2-2,4-3-1-2,Benjamin Brand,Match Report,,8.0,6.0,15.6,0.0,0,1,2024,RB Leipzig
31,2024-02-17,18:30,Bundesliga,Matchweek 22,Sat,Home,W,2,0,Gladbach,1.7,0.7,49.0,44822.0,Willi Orban,4-2-2-2,3-5-2,Sören Storks,Match Report,,16.0,9.0,16.3,0.0,0,0,2024,RB Leipzig
32,2024-02-24,18:30,Bundesliga,Matchweek 23,Sat,Away,L,1,2,Bayern Munich,0.9,1.5,43.0,75000.0,Willi Orban,4-2-2-2,4-2-3-1,Sascha Stegemann,Match Report,,11.0,6.0,20.5,0.0,0,0,2024,RB Leipzig
33,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,4,1,Bochum,2.1,0.8,56.0,24200.0,Willi Orban,4-2-2-2,4-2-3-1,Harm Osmers,Match Report,,12.0,4.0,16.4,0.0,0,0,2024,RB Leipzig
35,2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,W,2,0,Darmstadt 98,3.2,0.5,64.0,40000.0,Willi Orban,4-2-2-2,4-2-2-2,Robert Hartmann,Match Report,,29.0,8.0,15.9,3.0,0,0,2024,RB Leipzig
36,2024-03-15,20:30,Bundesliga,Matchweek 26,Fri,Away,W,5,1,Köln,3.3,1.2,66.0,49000.0,Willi Orban,4-2-2-2,4-2-3-1,Florian Badstübner,Match Report,,22.0,8.0,15.8,1.0,0,0,2024,RB Leipzig
37,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,D,0,0,Mainz 05,2.5,0.9,66.0,44813.0,Willi Orban,4-4-2,3-4-3,Frank Willenborg,Match Report,,20.0,9.0,15.9,0.0,0,0,2024,RB Leipzig
38,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,W,4,1,Freiburg,2.3,1.6,53.0,33200.0,Willi Orban,4-2-2-2,3-4-3,Daniel Siebert,Match Report,,14.0,6.0,18.0,0.0,0,0,2024,RB Leipzig
39,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Wolfsburg,1.3,0.4,50.0,45858.0,Willi Orban,4-2-2-2,3-4-3,Christian Dingert,Match Report,,16.0,6.0,15.0,0.0,0,0,2024,RB Leipzig
40,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Away,W,2,1,Heidenheim,1.8,1.0,61.0,15000.0,Willi Orban,4-2-2-2,4-1-2-1-2,Tobias Welz,Match Report,,12.0,4.0,14.9,0.0,0,0,2024,RB Leipzig
41,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Home,W,4,1,Dortmund,2.6,1.6,39.0,47069.0,Willi Orban,4-2-2-2,4-5-1,Deniz Aytekin,Match Report,,21.0,7.0,18.6,0.0,0,0,2024,RB Leipzig
42,2024-05-03,20:30,Bundesliga,Matchweek 32,Fri,Away,D,1,1,Hoffenheim,0.8,1.6,45.0,25066.0,Willi Orban,4-2-2-2,3-5-2,Harm Osmers,Match Report,,8.0,4.0,17.5,0.0,0,0,2024,RB Leipzig
43,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Home,D,1,1,Werder Bremen,1.4,1.1,45.0,47069.0,Willi Orban,3-4-3,3-4-3,Sascha Stegemann,Match Report,,13.0,5.0,17.3,0.0,0,0,2024,RB Leipzig
44,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Away,D,2,2,Eint Frankfurt,1.6,2.1,53.0,57500.0,Willi Orban,4-2-2-2,3-4-3,Felix Zwayer,Match Report,,8.0,4.0,16.6,0.0,1,1,2024,RB Leipzig
1,2023-08-19,18:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Köln,1.8,1.2,66.0,81365.0,Emre Can,4-2-3-1,4-2-3-1,Deniz Aytekin,Match Report,,13.0,2.0,12.5,0.0,0,0,2024,Dortmund
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1,1,Bochum,1.3,1.0,64.0,26000.0,Emre Can,4-1-4-1,3-5-2,Robert Schröder,Match Report,,14.0,3.0,15.4,0.0,0,0,2024,Dortmund
3,2023-09-01,20:30,Bundesliga,Matchweek 3,Fri,Home,D,2,2,Heidenheim,3.4,2.1,62.0,81365.0,Emre Can,4-3-3,4-2-3-1,Tobias Reichel,Match Report,,18.0,7.0,18.3,2.0,1,1,2024,Dortmund
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,4,2,Freiburg,2.3,1.0,50.0,34700.0,Emre Can,4-3-3,4-2-3-1,Tobias Stieler,Match Report,,15.0,7.0,13.8,0.0,0,0,2024,Dortmund
6,2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,W,1,0,Wolfsburg,1.7,0.5,63.0,81365.0,Gregor Kobel,3-4-3,4-2-3-1,Sven Jablonski,Match Report,,18.0,4.0,19.4,2.0,0,0,2024,Dortmund
7,2023-09-29,20:30,Bundesliga,Matchweek 6,Fri,Away,W,3,1,Hoffenheim,1.6,1.9,47.0,30150.0,Gregor Kobel,4-2-3-1,3-5-2,Florian Badstübner,Match Report,,6.0,5.0,13.2,0.0,0,0,2024,Dortmund
9,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,W,4,2,Union Berlin,1.6,1.4,66.0,81365.0,Emre Can,4-2-3-1,5-3-2,Patrick Ittrich,Match Report,,14.0,7.0,16.6,0.0,0,0,2024,Dortmund
10,2023-10-20,20:30,Bundesliga,Matchweek 8,Fri,Home,W,1,0,Werder Bremen,2.6,0.4,57.0,81365.0,Emre Can,4-5-1,3-5-2,Felix Brych,Match Report,,23.0,5.0,16.2,0.0,0,0,2024,Dortmund
12,2023-10-29,15:30,Bundesliga,Matchweek 9,Sun,Away,D,3,3,Eint Frankfurt,2.2,2.2,59.0,56500.0,Gregor Kobel,4-2-3-1,3-4-3,Robert Schröder,Match Report,,14.0,4.0,14.5,0.0,0,0,2024,Dortmund
14,2023-11-04,18:30,Bundesliga,Matchweek 10,Sat,Home,L,0,4,Bayern Munich,1.0,3.2,49.0,81365.0,Gregor Kobel,4-2-3-1,4-2-3-1,Deniz Aytekin,Match Report,,15.0,1.0,20.2,1.0,0,0,2024,Dortmund
16,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Away,L,1,2,Stuttgart,1.0,4.2,41.0,55000.0,Gregor Kobel,4-3-3,4-2-2-2,Tobias Stieler,Match Report,,5.0,1.0,20.9,0.0,0,0,2024,Dortmund
17,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Home,W,4,2,Gladbach,3.2,1.0,51.0,81365.0,Emre Can,4-2-3-1,3-5-2,Sven Jablonski,Match Report,,23.0,13.0,15.2,2.0,0,0,2024,Dortmund
19,2023-12-03,17:30,Bundesliga,Matchweek 13,Sun,Away,D,1,1,Leverkusen,0.7,2.1,31.0,30210.0,Emre Can,4-2-3-1,3-4-3,Daniel Siebert,Match Report,,6.0,2.0,15.9,0.0,0,0,2024,Dortmund
21,2023-12-09,18:30,Bundesliga,Matchweek 14,Sat,Home,L,2,3,RB Leipzig,1.5,2.8,53.0,81365.0,Emre Can,4-2-3-1,3-4-3,Sven Jablonski,Match Report,,18.0,6.0,16.1,0.0,0,0,2024,Dortmund
23,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Away,D,1,1,Augsburg,2.6,1.8,63.0,30660.0,Emre Can,4-3-3,4-2-3-1,Matthias Jöllenbeck,Match Report,,24.0,7.0,16.4,0.0,0,0,2024,Dortmund
24,2023-12-19,20:30,Bundesliga,Matchweek 16,Tue,Home,D,1,1,Mainz 05,1.2,0.9,65.0,80350.0,Emre Can,4-3-3,3-4-3,Marco Fritz,Match Report,,22.0,7.0,19.5,1.0,0,0,2024,Dortmund
25,2024-01-13,18:30,Bundesliga,Matchweek 17,Sat,Away,W,3,0,Darmstadt 98,3.1,1.0,52.0,17810.0,Emre Can,4-3-3,5-3-2,Deniz Aytekin,Match Report,,17.0,8.0,18.4,0.0,0,0,2024,Dortmund
26,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,W,4,0,Köln,3.4,1.3,61.0,50000.0,Gregor Kobel,4-3-3,4-4-2,Daniel Schlager,Match Report,,10.0,6.0,16.9,1.0,1,1,2024,Dortmund
27,2024-01-28,17:30,Bundesliga,Matchweek 19,Sun,Home,W,3,1,Bochum,2.9,0.5,63.0,81365.0,Niklas Süle,4-2-2-2,4-3-3,Benjamin Brand,Match Report,,17.0,4.0,14.8,1.0,2,2,2024,Dortmund
